"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other actual financial charges","Dollars","81","millions","6","v62700552","1.1.1.108","4625","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other actual financial charges","Dollars","81","millions","6","v62700552","1.1.1.108","4647","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other actual financial charges","Dollars","81","millions","6","v62700552","1.1.1.108","4738","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other actual financial charges","Dollars","81","millions","6","v62700552","1.1.1.108","4805","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Trusteed pension funds","Dollars","81","millions","6","v62700553","1.1.1.109","1640","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Trusteed pension funds","Dollars","81","millions","6","v62700553","1.1.1.109","1720","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Trusteed pension funds","Dollars","81","millions","6","v62700553","1.1.1.109","1777","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Trusteed pension funds","Dollars","81","millions","6","v62700553","1.1.1.109","1867","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Trusteed pension funds","Dollars","81","millions","6","v62700553","1.1.1.109","1899","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Mutual funds","Dollars","81","millions","6","v62700554","1.1.1.110","5765","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Mutual funds","Dollars","81","millions","6","v62700554","1.1.1.110","5862","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Mutual funds","Dollars","81","millions","6","v62700554","1.1.1.110","5944","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Mutual funds","Dollars","81","millions","6","v62700554","1.1.1.110","6003","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Mutual funds","Dollars","81","millions","6","v62700554","1.1.1.110","6078","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous goods and services","Dollars","81","millions","6","v62700555","1.1.1.112","15905","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous goods and services","Dollars","81","millions","6","v62700555","1.1.1.112","15989","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous goods and services","Dollars","81","millions","6","v62700555","1.1.1.112","16100","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous goods and services","Dollars","81","millions","6","v62700555","1.1.1.112","16271","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous goods and services","Dollars","81","millions","6","v62700555","1.1.1.112","16379","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Personal grooming services","Dollars","81","millions","6","v62700556","1.1.1.113","2211","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Personal grooming services","Dollars","81","millions","6","v62700556","1.1.1.113","2244","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Personal grooming services","Dollars","81","millions","6","v62700556","1.1.1.113","2260","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Personal grooming services","Dollars","81","millions","6","v62700556","1.1.1.113","2281","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Personal grooming services","Dollars","81","millions","6","v62700556","1.1.1.113","2321","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electrical appliances for personal care","Dollars","81","millions","6","v62700557","1.1.1.114","180","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electrical appliances for personal care","Dollars","81","millions","6","v62700557","1.1.1.114","181","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electrical appliances for personal care","Dollars","81","millions","6","v62700557","1.1.1.114","186","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electrical appliances for personal care","Dollars","81","millions","6","v62700557","1.1.1.114","188","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Electrical appliances for personal care","Dollars","81","millions","6","v62700557","1.1.1.114","186","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other appliances, articles and products for personal care","Dollars","81","millions","6","v62700558","1.1.1.115","4413","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other appliances, articles and products for personal care","Dollars","81","millions","6","v62700558","1.1.1.115","4353","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other appliances, articles and products for personal care","Dollars","81","millions","6","v62700558","1.1.1.115","4320","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other appliances, articles and products for personal care","Dollars","81","millions","6","v62700558","1.1.1.115","4342","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other appliances, articles and products for personal care","Dollars","81","millions","6","v62700558","1.1.1.115","4310","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Jewellery, clocks and watches","Dollars","81","millions","6","v62700559","1.1.1.116","1206","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Jewellery, clocks and watches","Dollars","81","millions","6","v62700559","1.1.1.116","1234","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Jewellery, clocks and watches","Dollars","81","millions","6","v62700559","1.1.1.116","1280","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Jewellery, clocks and watches","Dollars","81","millions","6","v62700559","1.1.1.116","1309","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Jewellery, clocks and watches","Dollars","81","millions","6","v62700559","1.1.1.116","1295","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other personal effects","Dollars","81","millions","6","v62700560","1.1.1.117","846","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other personal effects","Dollars","81","millions","6","v62700560","1.1.1.117","852","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other personal effects","Dollars","81","millions","6","v62700560","1.1.1.117","860","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other personal effects","Dollars","81","millions","6","v62700560","1.1.1.117","851","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other personal effects","Dollars","81","millions","6","v62700560","1.1.1.117","859","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services outside the home","Dollars","81","millions","6","v62700561","1.1.1.118","1434","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services outside the home","Dollars","81","millions","6","v62700561","1.1.1.118","1445","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services outside the home","Dollars","81","millions","6","v62700561","1.1.1.118","1459","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services outside the home","Dollars","81","millions","6","v62700561","1.1.1.118","1474","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services outside the home","Dollars","81","millions","6","v62700561","1.1.1.118","1492","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services in the home","Dollars","81","millions","6","v62700562","1.1.1.119","311","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services in the home","Dollars","81","millions","6","v62700562","1.1.1.119","317","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services in the home","Dollars","81","millions","6","v62700562","1.1.1.119","320","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services in the home","Dollars","81","millions","6","v62700562","1.1.1.119","324","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Child care services in the home","Dollars","81","millions","6","v62700562","1.1.1.119","329","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other social services","Dollars","81","millions","6","v62700563","1.1.1.120","2217","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other social services","Dollars","81","millions","6","v62700563","1.1.1.120","2260","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other social services","Dollars","81","millions","6","v62700563","1.1.1.120","2313","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other social services","Dollars","81","millions","6","v62700563","1.1.1.120","2348","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other social services","Dollars","81","millions","6","v62700563","1.1.1.120","2377","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Undertaking and other funeral services","Dollars","81","millions","6","v62700564","1.1.1.121","623","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Undertaking and other funeral services","Dollars","81","millions","6","v62700564","1.1.1.121","630","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Undertaking and other funeral services","Dollars","81","millions","6","v62700564","1.1.1.121","630","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Undertaking and other funeral services","Dollars","81","millions","6","v62700564","1.1.1.121","639","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Undertaking and other funeral services","Dollars","81","millions","6","v62700564","1.1.1.121","644","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Legal and other services","Dollars","81","millions","6","v62700565","1.1.1.122","2464","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Legal and other services","Dollars","81","millions","6","v62700565","1.1.1.122","2473","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Legal and other services","Dollars","81","millions","6","v62700565","1.1.1.122","2472","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Legal and other services","Dollars","81","millions","6","v62700565","1.1.1.122","2515","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Legal and other services","Dollars","81","millions","6","v62700565","1.1.1.122","2566","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Net expenditure abroad","Dollars","81","millions","6","v62700566","1.1.1.124","3609","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Net expenditure abroad","Dollars","81","millions","6","v62700566","1.1.1.124","3688","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Net expenditure abroad","Dollars","81","millions","6","v62700566","1.1.1.124","3783","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Net expenditure abroad","Dollars","81","millions","6","v62700566","1.1.1.124","3559","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Net expenditure abroad","Dollars","81","millions","6","v62700566","1.1.1.124","3493","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by Canadians abroad","Dollars","81","millions","6","v62700567","1.1.1.125","11623","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by Canadians abroad","Dollars","81","millions","6","v62700567","1.1.1.125","11760","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by Canadians abroad","Dollars","81","millions","6","v62700567","1.1.1.125","11962","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by Canadians abroad","Dollars","81","millions","6","v62700567","1.1.1.125","11755","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by Canadians abroad","Dollars","81","millions","6","v62700567","1.1.1.125","11960","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by non-residents in Canada","Dollars","81","millions","6","v62700568","1.1.1.126","-8014","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by non-residents in Canada","Dollars","81","millions","6","v62700568","1.1.1.126","-8072","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by non-residents in Canada","Dollars","81","millions","6","v62700568","1.1.1.126","-8179","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by non-residents in Canada","Dollars","81","millions","6","v62700568","1.1.1.126","-8196","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Expenditure by non-residents in Canada","Dollars","81","millions","6","v62700568","1.1.1.126","-8467","","","","0"


